Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",5,3.81,Harvest Books,Paperback,209,1989,1927,,2009/01/21,favorite-list,favorite-list (#55),read,,,,1,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",5,3.98,Dramatist's Play Service,Paperback,107,1998,1947,,2011/07/08,favorite-list,favorite-list (#54),read,,,,1,0
1978272,The Midnight Love Feast,Michel Tournier,"Tournier, Michel",Barbara Wright,"=""0002236605""","=""9780002236607""",4,3.64,HarperCollins Publishers Ltd,Hardcover,192,1991,1989,,2009/01/24,favorite-list,favorite-list (#53),read,,,,1,0
1086979,The Prime of Miss Jean Brodie,Muriel Spark,"Spark, Muriel",,"=""0452264510""","=""9780452264519""",5,3.70,Plume,Paperback,187,1984,1961,2018/02/24,2009/01/24,favorite-list,favorite-list (#51),read,,,,2,0
310222,The Spinoza of Market Street,Isaac Bashevis Singer,"Singer, Isaac Bashevis",,"=""0449213102""","=""9780449213100""",4,4.10,Fawcett,Mass Market Paperback,256,1986,1961,,2009/01/24,favorite-list,favorite-list (#50),read,,,,1,0
233436,The Loneliness of the Long-Distance Runner,Alan Sillitoe,"Sillitoe, Alan",,"=""0007255608""","=""9780007255603""",4,3.78,Harper Perennial,Paperback,176,2007,1959,,2010/12/28,favorite-list,favorite-list (#49),read,,,,1,0
80660,We Need to Talk About Kevin,Lionel Shriver,"Shriver, Lionel",,"=""006112429X""","=""9780061124297""",5,4.08,Harper Perennial,Paperback,400,2006,2003,2012/07/09,2012/06/11,favorite-list,favorite-list (#48),read,,,,1,0
13020,"King Henry IV, Part 1",William Shakespeare,"Shakespeare, William",David Scott Kastan,"=""1904271359""","=""9781904271352""",5,3.80,Arden Shakespeare,Paperback,398,2002,1597,,2009/02/07,favorite-list,favorite-list (#47),read,,,,1,0
29906980,Lincoln in the Bardo,George Saunders,"Saunders, George",,"=""0812995341""","=""9780812995343""",5,3.75,Random House,Hardcover,368,2017,2017,2019/07/21,2019/07/21,favorite-list,favorite-list (#46),read,,,,1,0
168118,El Llano en llamas,Juan Rulfo,"Rulfo, Juan",,"=""9681602072""","=""9789681602079""",4,4.20,Fondo de Cultura Económica,Paperback,192,1980,1953,,2009/01/21,favorite-list,favorite-list (#45),read,,,,1,0
703,The Plot Against America,Philip Roth,"Roth, Philip",,"=""1400079497""","=""9781400079490""",5,3.82,Vintage International,Paperback,391,2005,2004,2011/11/13,2011/11/10,favorite-list,favorite-list (#44),read,,,,1,0
855330,Kiss of the Spider Woman,manuel-puig-a-baker,"manuel-puig-a-baker, manuel-puig-a-baker",,"=""0906399718""","=""9780906399712""",5,4.02,Amber Lane,Paperback,69,,1976,,2009/01/23,favorite-list,favorite-list (#43),read,,,,1,0
839103,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0553278355""","=""9780553278354""",4,4.05,Bantam,Mass Market Paperback,216,1978,1963,,2009/01/24,favorite-list,favorite-list (#42),read,,,,1,0
48464,A Good Man Is Hard to Find and Other Stories,Flannery O'Connor,"O'Connor, Flannery",Lauren Groff,"=""0151365040""","=""9780151365043""",5,4.16,Harcourt Brace Jovanovich,Hardcover,252,1992,1955,2011/12/19,2011/12/18,favorite-list,favorite-list (#41),read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",5,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,2009/03/23,2009/02/14,favorite-list,favorite-list (#40),read,,,,1,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",4,3.99,Harcourt,Paperback,204,2002,1961,,2010/12/27,favorite-list,favorite-list (#38),read,,,,1,0
49540,Les Liaisons dangereuses,Pierre Choderlos de Laclos,"Laclos, Pierre Choderlos de",Douglas Parmée,"=""0192838679""","=""9780192838674""",5,4.05,Oxford University Press,Paperback,402,1999,1782,,2009/01/24,favorite-list,favorite-list (#37),read,,,,1,0
44559,Life is Elsewhere,Milan Kundera,"Kundera, Milan",Aaron Asher,"=""0060997028""","=""9780060997021""",5,3.96,Harper Perennial,Paperback,432,2000,1973,,2009/01/24,favorite-list,favorite-list (#36),read,,,,1,0
240976,The Book of Laughter and Forgetting,Milan Kundera,"Kundera, Milan",,"=""0060932147""","=""9780060932145""",4,3.95,HarperPerennial Modern Classics,Paperback,313,1999,1979,,2009/01/24,,,read,,,,1,0
14032,House of the Sleeping Beauties and Other Stories,Yasunari Kawabata,"Kawabata, Yasunari","Edward G. Seidensticker, Yukio Mishima","=""4770029756""","=""9784770029751""",4,3.61,Kodansha International,Paperback,148,2004,1961,,2009/01/27,favorite-list,favorite-list (#35),read,,,,1,0
219879,The Piano Teacher,Elfriede Jelinek,"Jelinek, Elfriede",Joachim Neugroschel,"=""0802118062""","=""9780802118066""",5,3.61,Grove Press,Hardcover,288,2004,1983,,2009/01/27,favorite-list,favorite-list (#34),read,This is one of my favourite books. Whenever I read it I feel like hating the world.,,,2,0
133954,Washington Square,Henry James,"James, Henry",,"=""0451528719""","=""9780451528711""",4,3.70,Signet Classics,Mass Market Paperback,240,2004,1880,,2009/01/20,favorite-list,favorite-list (#33),read,,,,2,0
28923,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225403""","=""9780571225408""",5,3.54,Faber & Faber,Paperback,320,2005,2000,,2009/01/20,favorite-list,favorite-list (#32),read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",5,4.14,Faber & Faber,Paperback,258,2005,1989,,2009/01/20,favorite-list,favorite-list (#31),read,,,,1,0
416734,Sabor a mí,Pedro Juan Gutiérrez,"Gutiérrez, Pedro Juan",,"=""8433967444""","=""9788433967442""",4,4.03,Anagrama,Mass Market Paperback,200,2006,1998,2011/07/09,2011/07/09,favorite-list,favorite-list (#29),read,,,,1,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",5,3.93,Vintage,Paperback,227,2007,2005,2011/08/24,2011/08/20,favorite-list,favorite-list (#28),read,,,,1,0
229432,The Pickwick Papers,Charles Dickens,"Dickens, Charles",Mark Wormald,"=""""","=""""",5,3.85,Penguin Classics,Paperback,801,2000,1837,2019/03/17,2019/02/09,favorite-list,favorite-list (#27),read,,,,1,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""""","=""""",4,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,2013/04/09,2009/01/20,favorite-list,favorite-list (#26),read,,,,1,0
1078,"The Good Earth (House of Earth, #1)",Pearl S. Buck,"Buck, Pearl S.","Stephanie Reents, Cynthia Brantley Johnson","=""1416500189""","=""9781416500186""",2,4.01,Howard Publishing Co,Mass Market Paperback,418,2005,1931,,2016/06/23,,,read,,,,1,0
6135968,Salón De Belleza,Mario Bellatin,"Bellatin, Mario",,"=""9687723785""","=""9789687723785""",5,3.85,Tusquets,Paperback,73,2003,1994,,2009/01/24,favorite-list,favorite-list (#24),read,,,,1,0
17825,El jardín de la señora Murakami,Mario Bellatin,"Bellatin, Mario",,"=""9706990062""","=""9789706990068""",5,3.56,Tusquets,Paperback,112,2000,2000,,2009/01/24,favorite-list,favorite-list (#23),read,,,,1,0
1560100,Flores,Mario Bellatin,"Bellatin, Mario",,"=""9682708265""","=""9789682708268""",5,3.79,Editorial Joaquín Mortiz,Paperback,117,2001,2000,,2009/01/24,favorite-list,favorite-list (#22),read,,,,1,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",5,3.84,Grove,Paperback,109,2011,1951,,2009/01/21,favorite-list,favorite-list (#21),read,,,,1,0
436806,Story of the Eye,Georges Bataille,"Bataille, Georges",Joachim Neugroschel,"=""0872862097""","=""9780872862098""",5,3.65,City Lights Publishers,Paperback,103,1987,1928,,2009/01/24,favorite-list,favorite-list (#20),read,,,,1,0
6062756,Ladri di biciclette,Luigi Bartolini,"Bartolini, Luigi",,"=""8804314834""","=""9788804314837""",5,3.34,Mondadori,Paperback,150,1988,1946,,2009/01/24,favorite-list,favorite-list (#19),read,,,,1,0
2967752,The Elegance of the Hedgehog,Muriel Barbery,"Barbery, Muriel",Alison Anderson,"=""1933372605""","=""9781933372600""",4,3.80,Europa Editions,Paperback,325,2008,2006,,2009/01/21,,,read,,,,1,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",4,4.15,Oxford University Press,Paperback,249,2004,1817,2011/10/07,2011/10/02,favorite-list,favorite-list (#17),read,,,,1,0
227614,The Blind Assassin,Margaret Atwood,"Atwood, Margaret",,"=""0385720955""","=""9780385720953""",5,3.96,Vintage,Paperback,521,2001,2000,2013/02/22,2013/01/03,favorite-list,favorite-list (#16),read,,,,1,0
80176,"Winesburg, Ohio",Sherwood Anderson,"Anderson, Sherwood",Ted Olson,"=""0192839772""","=""9780192839770""",5,3.84,Oxford University Press,Paperback,240,1999,1919,2012/03/13,2012/03/13,favorite-list,favorite-list (#15),read,,,,1,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",3,3.74,Anchor Books,Paperback,215,1994,1958,,2009/01/24,,,read,,,,1,0
20717364,The Woman Who Borrowed Memories: Selected Stories (NYRB Classics),Tove Jansson,"Jansson, Tove","Thomas Teal, Silvester Mazzarella, Lauren Groff","=""1590177665""","=""9781590177662""",0,3.97,New York Book Review Classics,Paperback,283,2014,2014,,2020/02/27,to-read,to-read (#327),to-read,,,,0,0
51506,Wittgenstein’s Mistress,David Markson,"Markson, David",David Foster Wallace,"=""1564782115""","=""9781564782113""",0,3.92,Dalkey Archive Press,Paperback,279,2012,1988,,2020/03/17,to-read,to-read (#325),to-read,,,,0,0
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156453800""","=""9780156453806""",0,4.10,Harcourt,Paperback,165,1974,1972,,2020/03/17,to-read,to-read (#323),to-read,,,,0,0
32586,Mysteries,Knut Hamsun,"Hamsun, Knut","Isaac Bashevis Singer, Gerry Bothmer, Sven Birkerts","=""0374530297""","=""9780374530297""",0,4.02,"Farrar, Straus and Giroux",Paperback,348,2006,1892,,2020/03/17,to-read,to-read (#322),to-read,,,,0,0
17717,Labyrinths: Selected Stories & Other Writings,Jorge Luis Borges,"Borges, Jorge Luis","André Maurois, James E. Irby, Donald A. Yates","=""0811200124""","=""9780811200127""",0,4.44,New Directions,Paperback,260,1964,1962,,2020/03/17,to-read,to-read (#320),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.35,New York Review Books,Paperback,292,2006,1965,,2020/03/17,to-read,to-read (#319),to-read,,,,0,0
58307,Typical American,Gish Jen,"Jen, Gish",,"=""186207111X""","=""9781862071117""",2,3.42,GRANTA BOOKS *,Paperback,304,1998,1991,2020/03/02,2020/02/27,,,read,,,,1,0
526164,"Morvern Callar (Morvern Callar Cycle, #1)",Alan Warner,"Warner, Alan",,"=""038548741X""","=""9780385487412""",0,3.69,Knopf Doubleday Publishing Group,Paperback,242,1997,1995,,2020/02/18,to-read,to-read (#318),to-read,,,,0,0
4921,"Three Men in a Boat (Three Men, #1)",Jerome K. Jerome,"Jerome, Jerome K.",,"=""""","=""""",0,3.83,Penguin Books,Paperback,185,1994,1889,,2020/02/16,to-read,to-read (#317),to-read,,,,0,0
63033,The Savage Detectives,Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,"=""0374191484""","=""9780374191481""",0,4.17,"Farrar, Straus and Giroux",Hardcover,577,2007,1998,,2020/02/16,to-read,to-read (#316),to-read,,,,0,0
14287,Almost Transparent Blue,Ryū Murakami,"Murakami, Ryū",Nancy Andrew,"=""4770029047""","=""9784770029041""",0,3.29,Kodansha USA,Paperback,126,2003,1976,,2020/02/16,to-read,to-read (#315),to-read,,,,0,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.80,Vintage Contemporaries,Paperback,399,1991,1991,,2020/02/16,to-read,to-read (#314),to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.34,Knopf,Hardcover,435,2006,2006,,2020/02/16,to-read,to-read (#313),to-read,,,,0,0
38462,Giovanni’s Room,James Baldwin,"Baldwin, James",,"=""""","=""""",0,4.34,Penguin,Paperback,159,2000,1956,,2020/02/16,to-read,to-read (#310),to-read,,,,0,0
325085,Nicholas Nickleby,Charles Dickens,"Dickens, Charles",,"=""0140435123""","=""9780140435122""",3,3.94,Penguin,Paperback,817,2003,1839,2019/09/30,2009/10/30,,,read,,,,1,0
28948,Gimpel the Fool and Other Stories,Isaac Bashevis Singer,"Singer, Isaac Bashevis","Saul Bellow, Allegra Goodman","=""0374530254""","=""9780374530259""",3,4.13,"Farrar, Straus and Giroux",Paperback,224,2006,1953,2019/06/01,2019/06/02,,,read,,,,1,0
36396289,Everything Under,Daisy Johnson,"Johnson, Daisy",,"=""191070234X""","=""9781910702345""",3,3.50,Jonathan Cape,Hardcover,264,2018,2018,2019/03/17,2019/02/09,,,read,,,,1,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura Miller,"=""0143039989""","=""9780143039983""",3,3.81,Penguin Classics,Paperback,182,2006,1959,2019/02/09,2019/02/09,,,read,,,,1,0
861174,A Portrait of the Artist as a Young Man,James Joyce,"Joyce, James",Hugh Kenner,"=""0451525442""","=""9780451525444""",3,3.64,Signet Classic,Mass Market Paperback,256,1991,1916,,2009/01/24,,,read,,,,1,0
161402,Three Lives,Gertrude Stein,"Stein, Gertrude",,"=""0486280594""","=""9780486280592""",0,3.07,Dover Publications,Paperback,176,2011,1909,,2009/03/23,to-read,to-read (#61),to-read,,,,0,0
1292907,Boquitas pintadas,Manuel Puig,"Puig, Manuel",,"=""0140255796""","=""9780140255799""",2,3.89,Penguin Publishing Group,Paperback,240,1996,1969,,2018/02/20,,,read,,,,2,0
849788,"The Further Adventures of Robinson Crusoe (Robinson Crusoe, #2)",Daniel Defoe,"Defoe, Daniel",,"=""0809594625""","=""9780809594627""",0,3.86,Wildside Press,Paperback,224,2004,1719,,2012/08/04,to-read,to-read (#237),to-read,,,,0,0
675037,The Odd Women,George Gissing,"Gissing, George",Patricia Ingham,"=""019283312X""","=""9780192833129""",0,3.84,Oxford University Press,Paperback,432,2002,1893,,2017/09/12,to-read,to-read (#308),to-read,,,,0,0
12817013,A Street in Srinagar,Chandrakanta,"Chandrakanta, Chandrakanta",Manisha Chaudhry,"=""8189013726""","=""9788189013721""",0,3.33,Zubaan Books,Paperback,220,,2009,,2017/02/15,to-read,to-read (#307),to-read,,,,0,0
318335,Fatelessness,Imre Kertész,"Kertész, Imre",Tim Wilkinson,"=""1400078636""","=""9781400078639""",0,4.08,Vintage International,Paperback,262,2004,1975,,2016/12/09,to-read,to-read (#304),to-read,,,,0,0
11686,The Stories of John Cheever,John Cheever,"Cheever, John",,"=""0375724427""","=""9780375724428""",0,4.26,Vintage International,Paperback,693,2000,1978,,2016/11/21,to-read,to-read (#303),to-read,,,,0,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",3,4.05,Penguin Books,Paperback,474,2003,1815,2012/03/22,2010/10/04,,,read,,,,1,0
202897,Foreign Affairs,Alison Lurie,"Lurie, Alison",,"=""0812976312""","=""9780812976311""",3,3.76,Random House Publishing Group,Paperback,292,2006,1984,,2016/11/21,,,read,,,,1,0
1032158,The Gift of a Cow: A Translation of the Classic Hindi Novel Godaan,Munshi Premchand,"Premchand, Munshi",Gordon C. Roadarmel,"=""8178240408""","=""9788178240404""",0,4.42,Permanent Black,Paperback,,2002,1936,,2016/11/03,to-read,to-read (#299),to-read,,,,0,0
1391179,Pather Panchali (English and Bengali Edition),Bibhutibhushan Bandyopadhyay,"Bandyopadhyay, Bibhutibhushan","Thomas Welbourne Clark, Tarapada Mukherji","=""8172233337""","=""9788172233334""",0,4.61,HarperCollins India,Paperback,360,1999,1929,,2016/11/03,to-read,to-read (#300),to-read,,,,0,0
632681,Hadrian the VII,Frederick Rolfe,"Rolfe, Frederick",,"=""1853260819""","=""9781853260810""",0,3.46,Wordsworth Editions,Paperback,368,1993,1904,,2016/11/03,to-read,to-read (#294),to-read,,,,0,0
819779,Such a Long Journey,Rohinton Mistry,"Mistry, Rohinton",,"=""0571230571""","=""9780571230570""",0,3.96,Faber and Faber,Paperback,352,,1991,,2016/11/03,to-read,to-read (#295),to-read,,,,0,0
69928,Therapy,David Lodge,"Lodge, David",,"=""0140249001""","=""9780140249002""",3,3.79,Penguin Publishing Group,Paperback,336,1996,1995,,2009/01/24,,,read,,,,1,0
60427,Missing Kissinger,Etgar Keret,"Keret, Etgar","Miriam Shlesinger, Sondra Silverston","=""0701179902""","=""9780701179908""",4,4.01,Chatto & Windus,Paperback,211,2007,1994,,2009/01/24,,,read,,,,1,0
1444718,The Goalie's Anxiety at the Penalty Kick,Peter Handke,"Handke, Peter",Michael Roloff,"=""0374531064""","=""9780374531065""",0,3.17,Farrar Straus & Giroux,Paperback,133,2007,1970,,2016/11/03,to-read,to-read (#293),to-read,,,,0,0
374371,Can You Forgive Her? (Palliser #1),Anthony Trollope,"Trollope, Anthony",Stephen Wall,"=""0140430865""","=""9780140430868""",0,3.99,Penguin Classics,Paperback,847,1975,1865,,2016/11/03,to-read,to-read (#291),to-read,,,,0,0
284996,The Complete Stories,Flannery O'Connor,"O'Connor, Flannery",Robert Giroux,"=""""","=""""",0,4.39,"Farrar, Straus & Giroux",Paperback,555,1971,1971,,2016/11/03,to-read,to-read (#290),to-read,,,,0,0
383206,Wives and Daughters,Elizabeth Gaskell,"Gaskell, Elizabeth",Pam Morris,"=""014043478X""","=""9780140434781""",0,4.13,Penguin Books,Paperback,679,1997,1866,,2016/11/03,to-read,to-read (#289),to-read,,,,0,0
12577,The Collected Stories,Eudora Welty,"Welty, Eudora",,"=""0156189216""","=""9780156189217""",0,4.20,Harcourt Brace,Paperback,622,1982,1980,,2016/11/03,to-read,to-read (#288),to-read,,,,0,0
59950,The Sound of the Mountain,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679762647""","=""9780679762645""",0,3.84,Vintage,Paperback,276,1996,1954,,2016/11/03,to-read,to-read (#287),to-read,,,,0,0
3659,"The Book of Evidence (The Freddie Montgomery Trilogy, #1)",John Banville,"Banville, John",,"=""0375725237""","=""9780375725234""",0,3.70,Vintage Books,Paperback,220,2001,1989,,2012/08/04,to-read,to-read (#286),to-read,,,,0,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",3,4.47,G.P. Putnam's Sons,Hardcover,451,2009,2009,,2016/11/03,,,read,,,,1,0
18224489,The Marrying of Chani Kaufman,Eve Harris,"Harris, Eve",,"=""1908737433""","=""9781908737434""",3,3.84,Sandstone Press,Paperback,350,2013,2013,,2016/11/03,,,read,,,,1,0
647573,Rubáiyát of Omar Khayyám,Omar Khayyám,"Khayyám, Omar",Edward FitzGerald,"=""8171679137""","=""9788171679133""",3,4.17,Rupa & Co.,Hardcover,100,2002,1120,,2009/01/24,,,read,,,,1,0
1261762,La Symphonie Pastorale & Isabelle,André Gide,"Gide, André",Dorothy Bussy,"=""0141185406""","=""9780141185408""",3,3.70,Penguin Books Ltd,Paperback,,2001,1931,,2009/11/13,,,read,,,,1,0
1420827,Salammbô,Gustave Flaubert,"Flaubert, Gustave",,"=""""","=""""",0,3.73,Editions Gallimard,Mass Market Paperback,534,2014,1862,,2009/01/21,to-read,to-read (#17),to-read,,,,0,0
40763,Bouvard and Pécuchet,Gustave Flaubert,"Flaubert, Gustave","Raymond Queneau, Mark Polizzotti","=""1564783936""","=""9781564783936""",0,3.83,Dalkey Archive Press,Paperback,328,2006,1881,,2012/08/04,to-read,to-read (#228),to-read,,,,0,0
5499,Midaq Alley,Naguib Mahfouz,"Mahfouz, Naguib",Trevor Le Gassick,"=""0385264763""","=""9780385264761""",4,3.87,Anchor Books,Paperback,286,1992,1947,,2009/01/24,,,read,,,,2,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.00,Anchor Books,Paperback,389,2004,2003,2015/01/31,2015/02/03,,,read,,,,2,0
227573,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060512822""","=""9780060512828""",0,4.11,HarperTorch,Mass Market Paperback,653,2003,1998,,2009/01/22,to-read,to-read (#24),to-read,,,,0,0
23955,Trainspotting,Irvine Welsh,"Welsh, Irvine",Eric Lindor Fall,"=""2020336464""","=""9782020336468""",0,4.11,Seuil,Mass Market Paperback,344,1998,1993,,2009/10/30,to-read,to-read (#285),to-read,,,,0,0
589058,A Passage to India,E.M. Forster,"Forster, E.M.",,"=""0156711427""","=""9780156711425""",0,3.68,"A Harvest Book/Harcourt, Inc.",Paperback,362,,1924,,2009/10/30,to-read,to-read (#76),to-read,,,,0,0
1133500,The Last Samurai,Helen DeWitt,"DeWitt, Helen",,"=""0786866683""","=""9780786866687""",0,4.11,Talk Miramax Books,Hardcover,530,2000,2000,,2011/10/30,to-read,to-read (#209),to-read,,,,0,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.58,Scholastic Inc,Paperback,652,2006,2005,2013/03/07,2013/02/22,,,read,,,,1,0
652272,Julius Caesar,William Shakespeare,"Shakespeare, William",David Daniell,"=""1903436214""","=""9781903436219""",5,3.71,Bloomsbury Arden Shakespeare,Paperback,394,1998,1599,,2009/02/07,,,read,,,,1,0
158885,A Suspension of Mercy,Patricia Highsmith,"Highsmith, Patricia",,"=""0393321975""","=""9780393321975""",2,3.83,W. W. Norton & Company,Paperback,235,2001,1965,2013/12/07,2013/11/16,,,read,,,,1,0
10252302,Blue Nights,Joan Didion,"Didion, Joan",,"=""0307267679""","=""9780307267672""",5,3.94,Knopf,Hardcover,208,2011,2011,2013/06/15,2013/05/26,,,read,,,,1,0
575750,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",,"=""0141029048""","=""9780141029047""",2,4.04,Penguin,Paperback,268,1987,1985,2013/05/22,2009/01/21,,,read,,,,1,0
23136,El tema del tema,Quim Monzó,"Monzó, Quim",,"=""8495359685""","=""9788495359681""",3,3.82,Acantilado,Paperback,280,2003,2003,2013/04/28,2013/03/28,,,read,,,,1,0
50990,The Breast,Philip Roth,"Roth, Philip",,"=""0679749012""","=""9780679749011""",4,3.18,Knopf Doubleday Publishing Group,Paperback,89,1994,1972,2013/04/13,2013/04/13,,,read,,,,1,0
262149,Maurice,E.M. Forster,"Forster, E.M.",,"=""0452251141""","=""9780452251144""",3,4.08,Plume,Paperback,256,1975,1971,2013/04/02,2013/03/23,,,read,,,,1,0
2899767,Calende greche / L'armilla scita,Gesualdo Bufalino,"Bufalino, Gesualdo",Antonella Sicoli,"=""8871880102""","=""9788871880105""",0,4.40,A. Guida,Paperback,53,1990,1990,,2013/03/23,to-read,to-read (#284),to-read,,,,0,0
1799881,Hotel du Lac,Anita Brookner,"Brookner, Anita",,"=""0394542150""","=""9780394542157""",3,3.61,Pantheon,Hardcover,184,1985,1984,2013/03/28,2011/07/24,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",3,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,2013/03/28,2013/03/16,,,read,,,,1,0
29641,The End of the Affair,Graham Greene,"Greene, Graham",Monica Ali,"=""""","=""""",0,3.90,Vintage Classics,Paperback,160,2004,1951,,2013/03/23,to-read,to-read (#283),to-read,,,,0,0
5809,V.,Thomas Pynchon,"Pynchon, Thomas",Carlos Martín Ramírez,"=""2020418770""","=""9782020418775""",0,3.97,Seuil,Mass Market Paperback,640,2001,1963,,2013/03/23,to-read,to-read (#282),to-read,,,,0,0
305941,The Great Enigma: New Collected Poems,Tomas Tranströmer,"Tranströmer, Tomas",Robin Fulton,"=""0811216721""","=""9780811216722""",0,4.28,New Directions,Paperback,288,2006,2006,,2013/03/21,to-read,to-read (#281),to-read,,,,0,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",2,4.43,Arthur A. Levine Books,Hardcover,352,1999,2002,2012/08/03,2012/07/30,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",2,4.50,Scholastic Inc.,Paperback,870,2004,2003,2012/12/26,2012/12/26,,,read,,,,1,0
186792,The Oresteia,Aeschylus,"Aeschylus, Aeschylus",Wendy Doniger O'Flaherty,"=""0226007723""","=""9780226007724""",5,4.02,University of Chicago Press,Paperback,249,1989,-458,,2009/01/21,,,read,,,,1,0
53837,The Age of Innocence,Edith Wharton,"Wharton, Edith",Maureen Howard,"=""1593080743""","=""9781593080747""",4,3.97,Sterling Publishing,Mass Market Paperback,324,2004,1920,2012/10/26,2009/01/21,favorite-list,favorite-list (#1),read,This is one of my favorite books ever.,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",4,4.57,Scholastic,Paperback,734,2002,2000,2012/12/04,2012/12/04,,,read,,,,1,0
4380175,Therese Raquin,Émile Zola,"Zola, Émile",,"=""0140057757""","=""9780140057751""",5,3.73,Penguin Books,Paperback,256,1981,1867,,2010/03/28,favorite-list,favorite-list (#10),read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.58,Scholastic Inc.,Mass Market Paperback,547,2004,1999,2012/09/09,2012/09/06,,,read,,,,1,0
69091,The Clown,Heinrich Böll,"Böll, Heinrich","Leila Vennewitz, Laureano Xoaquín Araujo Cardalda","=""014018726X""","=""9780140187267""",4,3.93,Penguin Group USA,Paperback,272,1994,1963,,2009/01/24,,,read,,,,1,0
76527,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,"Sterne, Laurence","Joan New, Melvyn New","=""0141439777""","=""9780141439778""",0,3.73,Penguin Classics,Paperback,735,2003,1767,,2012/08/04,to-read,to-read (#280),to-read,,,,0,0
17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoevsky,"Dostoevsky, Fyodor","Andrew R. MacAndrew, Ben Marcus","=""0451529553""","=""9780451529558""",0,4.19,Signet,Mass Market Paperback,233,2004,1864,,2012/08/04,to-read,to-read (#279),to-read,,,,0,0
5344,Hard Times,Charles Dickens,"Dickens, Charles","Jeff Nunokawa, Gage McWeeny","=""0321107217""","=""9780321107213""",0,3.55,Pearson,Paperback,384,2003,1854,,2012/08/04,to-read,to-read (#278),to-read,,,,0,0
